20.5121348,-100.506508639
20.5121348,-100.505730678
20.5121348,-100.504952717
20.5121348,-100.504174756
20.5121348,-100.503396795
20.5121348,-100.502618834
20.5121348,-100.501840873
20.5121348,-100.501062912
20.5121348,-100.500284951
20.5121348,-100.499506989
20.5121348,-100.498729028
20.5121348,-100.497951067
20.5121348,-100.497173106
20.5121348,-100.496395145
20.5121348,-100.495617184
20.5121348,-100.494839223
20.5121348,-100.494061262
20.5121348,-100.493283301
20.5121348,-100.49250534
20.5121348,-100.491727379
20.5121348,-100.490949418
20.5121348,-100.490171457
20.5121348,-100.489393496
20.5121348,-100.488615535
20.5121348,-100.487837574
20.5121348,-100.487059613
20.5121348,-100.486281652
20.5121348,-100.485503691
20.5121348,-100.48472573
20.5121348,-100.483947768
20.5121348,-100.483169807
20.5121348,-100.482391846
20.5121348,-100.481613885
20.5121348,-100.480835924
20.5121348,-100.480057963
20.5121348,-100.479280002
20.5121348,-100.478502041
20.5121348,-100.47772408
20.5121348,-100.476946119
20.5121348,-100.476168158
20.5121348,-100.475390197
20.5121348,-100.474612236
20.5121348,-100.473834275
20.5121348,-100.473056314
20.5121348,-100.472278353
20.5121348,-100.471500392
20.5121348,-100.470722431
20.5121348,-100.46994447
20.5121348,-100.469166508
20.5121348,-100.468388547
20.5121348,-100.467610586
20.5121348,-100.466832625
20.5121348,-100.466054664
20.5121348,-100.465276703
20.5121348,-100.464498742
20.5121348,-100.463720781
20.5121348,-100.46294282
20.5121348,-100.462164859
20.5121348,-100.461386898
20.5121348,-100.460608937
20.5121348,-100.459830976
20.5121348,-100.459053015
20.5121348,-100.458275054
20.5121348,-100.457497093
20.5121348,-100.456719132
20.5121348,-100.455941171
20.5121348,-100.45516321
20.5121348,-100.454385249
20.5121348,-100.453607287
20.5121348,-100.452829326
20.5121348,-100.452051365
20.5121348,-100.451273404
20.5121348,-100.450495443
20.5121348,-100.449717482
20.5121348,-100.448939521
20.5121348,-100.44816156
20.5121348,-100.447383599
20.5121348,-100.446605638
20.5121348,-100.445827677
20.5121348,-100.445049716
20.5121348,-100.444271755
20.5121348,-100.443493794
20.5121348,-100.442715833
20.5121348,-100.441937872
20.5121348,-100.441159911
20.5121348,-100.44038195
20.5121348,-100.439603989
20.5121348,-100.438826027
20.5121348,-100.438048066
20.5121348,-100.437270105
20.5121348,-100.436492144
20.5121348,-100.435714183
20.5121348,-100.434936222
20.5121348,-100.434158261
20.5121348,-100.4333803
20.5121348,-100.432602339
20.5121348,-100.431824378
20.5121348,-100.431046417
20.5121348,-100.430268456
20.5121348,-100.429490495
20.5121348,-100.428712534
20.5121348,-100.427934573
20.5121348,-100.427156612
20.5121348,-100.426378651
20.5121348,-100.42560069
20.5121348,-100.424822729
20.5121348,-100.424044768
20.5121348,-100.423266806
20.5121348,-100.422488845
20.5121348,-100.421710884
20.5121348,-100.420932923
20.5121348,-100.420154962
20.5121348,-100.419377001
20.5121348,-100.41859904
20.5121348,-100.417821079
20.5121348,-100.417043118
20.5121348,-100.416265157
20.5121348,-100.415487196
20.5121348,-100.414709235
20.5121348,-100.413931274
20.5121348,-100.413153313
20.5121348,-100.412375352
20.5121348,-100.411597391
20.5121348,-100.41081943
20.5121348,-100.410041469
20.5121348,-100.409263508
20.5121348,-100.408485546
20.5121348,-100.407707585
20.5121348,-100.406929624
20.5121348,-100.406151663
20.5121348,-100.405373702
20.5121348,-100.404595741
20.5121348,-100.40381778
20.5121348,-100.403039819
20.5121348,-100.402261858
20.5121348,-100.401483897
20.5121348,-100.400705936
20.5121348,-100.399927975
20.5121348,-100.399150014
20.5121348,-100.398372053
20.5121348,-100.397594092
20.5121348,-100.396816131
20.5121348,-100.39603817
20.5121348,-100.395260209
20.5121348,-100.394482248
20.5121348,-100.393704287
20.5121348,-100.392926325
20.5121348,-100.392148364
20.5121348,-100.391370403
20.5121348,-100.390592442
20.5121348,-100.389814481
20.5121348,-100.38903652
20.5121348,-100.388258559
20.5121348,-100.387480598
